time,open,high,low,close,Volume,Volume MA,Up Trend,UpTrend Begins,Buy,Down Trend,DownTrend Begins,Sell,,WMA,%K,%D,K-D
2012-01-02T10:00:00+02:00,5900.18,6075.52,5900.18,6075.52,2168788049,2734693324.4,5595.750450036318,NaN,NaN,NaN,NaN,NaN,5987.85,5850.381262745099,63.529106563292224,36.85567488336128,26.673431679930943
2012-01-03T10:00:00+02:00,6124.11,6179.03,6108.62,6166.57,2738147182,2712242239.7,5759.882405032687,NaN,NaN,NaN,NaN,NaN,6144.5824999999995,5861.28657254902,72.97000848472312,41.6330377901228,31.336970694600325
2012-01-04T10:00:00+02:00,6141.26,6163.48,6088.06,6111.55,2242490230,2638658881.1,5759.882405032687,NaN,NaN,NaN,NaN,NaN,6126.0875,5869.946941176471,84.39360359775648,47.780829551978925,36.612774045777556
2012-01-05T10:00:00+02:00,6121.34,6130.1,6040.94,6095.99,2808592662,2618198535.95,5759.882405032687,NaN,NaN,NaN,NaN,NaN,6097.092500000001,5877.946290196077,89.89281569232675,54.668350341111974,35.224465351214775
2012-01-06T10:00:00+02:00,6114.64,6152.56,6012.64,6057.92,2511400615,2559493645.2,5759.882405032687,NaN,NaN,NaN,NaN,NaN,6084.4400000000005,5884.390015686275,89.50729455216995,61.239141796497066,28.268152755672887
2012-01-09T10:00:00+02:00,6061.26,6076.59,5987.75,6017.23,2433569974,2507753165.75,5759.882405032687,NaN,NaN,NaN,NaN,NaN,6035.7074999999995,5889.4576,83.53130193905821,66.35346423656894,17.17783770248927
2012-01-10T10:00:00+02:00,6090.87,6191.29,6069.36,6162.98,3823458042,2541766795.75,5759.882405032687,NaN,NaN,NaN,NaN,NaN,6128.625,5900.498878431373,82.64347403234504,70.46997965781553,12.173494374529511
2012-01-11T10:00:00+02:00,6148.45,6181.61,6106.03,6152.34,2886892526,2534176264,5786.461165617976,NaN,NaN,NaN,NaN,NaN,6147.1075,5911.105929411765,83.28113654878942,74.82869413611334,8.452442412676078
2012-01-12T10:00:00+02:00,6160.09,6256.95,6148.85,6179.21,3294402954,2531843840.65,5848.847049056178,NaN,NaN,NaN,NaN,NaN,6186.275,5922.517427450981,83.14688776329588,78.60900144045704,4.537886322838844
2012-01-13T10:00:00+02:00,6242.49,6245.38,6063.66,6143.08,3750890588,2561299733.1,5848.847049056178,NaN,NaN,NaN,NaN,NaN,6173.6525,5932.344549019608,82.93092225632869,81.5826551430086,1.348267113320091
2012-01-16T10:00:00+02:00,6120.4,6232.21,6104.11,6220.01,2253650940,2335769394.35,5848.847049056178,NaN,NaN,NaN,NaN,NaN,6169.182500000001,5945.1807686274515,87.38574866947337,83.9683193536267,3.4174293158466753
2012-01-17T10:00:00+02:00,6301.91,6343.04,6270.97,6332.93,3594694688,2405137905.55,5933.246438761954,NaN,NaN,NaN,NaN,NaN,6312.212500000001,5962.2461254901955,88.37732312680842,85.50905081783523,2.8682723089731894
2012-01-18T10:00:00+02:00,6330.43,6399.43,6280.52,6354.57,3598812155,2449501079,5967.919294885759,NaN,NaN,NaN,NaN,NaN,6341.2375,5979.843050980393,88.68967394681351,85.93865785274093,2.7510160940725825
2012-01-19T10:00:00+02:00,6377.24,6420.35,6333.7,6416.26,4769312011,2538125100.05,6016.179865397182,NaN,NaN,NaN,NaN,NaN,6386.887500000001,5999.55085490196,91.73370246178715,86.12274652968698,5.610955932100168
2012-01-20T10:00:00+02:00,6410.75,6431.26,6371.69,6404.39,4378637320,2652385595.25,6058.843378857465,NaN,NaN,NaN,NaN,NaN,6404.5225,6018.332996078431,95.21110056846835,86.69312713131681,8.51797343715154
2012-01-23T10:00:00+02:00,6387.33,6467.34,6349.69,6436.62,3685178016,2780771041.75,6064.8515409717165,NaN,NaN,NaN,NaN,NaN,6410.245,6037.958211764706,95.45117250041478,87.88511418745247,7.566058312962312
2012-01-24T10:00:00+02:00,6372.49,6420.05,6339,6419.22,3495082463,2915477455.65,6064.8515409717165,NaN,NaN,NaN,NaN,NaN,6387.6900000000005,6056.603356862745,93.80091502095377,89.00085828631335,4.800056734640421
2012-01-25T10:00:00+02:00,6448.87,6456.57,6366.65,6421.85,2988233748,2986785812.65,6079.909198187091,NaN,NaN,NaN,NaN,NaN,6423.484999999999,6075.011090196079,93.4462007354384,90.01736470497823,3.428836030460161
2012-01-26T10:00:00+02:00,6453.62,6559.07,6430.37,6539.85,3943533738,3115362351.75,6155.023278368381,NaN,NaN,NaN,NaN,NaN,6495.727499999999,6097.66297254902,92.93062917974957,90.9957388466236,1.9348903331259777
2012-01-27T10:00:00+02:00,6507.77,6574.19,6484.35,6511.98,3225231727,3229549981.4,6196.590950531545,NaN,NaN,NaN,NaN,NaN,6519.572499999999,6118.730549019608,91.7052515775768,91.87317177874841,-0.16792020117161144
2012-01-30T10:00:00+02:00,6454.54,6491.52,6414.33,6444.45,2788291700,3260525163.95,6196.590950531545,NaN,NaN,NaN,NaN,NaN,6451.21,6136.630823529412,87.90378458573022,91.9249753703741,-4.021190784643878
2012-01-31T10:00:00+02:00,6489.04,6533.22,6450.1,6458.91,3305567457,3288896177.7,6196.590950531545,NaN,NaN,NaN,NaN,NaN,6482.8175,6154.592894117646,85.39440753300497,91.62668381099375,-6.232276277988788
2012-02-01T10:00:00+02:00,6482.95,6630.48,6482.56,6616.64,4143363159,3383939824.15,6214.829122937496,NaN,NaN,NaN,NaN,NaN,6553.1575,6178.0715058823525,86.80310613589131,91.43802702990153,-4.634920894010222
2012-02-02T10:00:00+02:00,6640.05,6667.98,6606.37,6655.63,3673366536,3427178517.85,6311.170210643746,NaN,NaN,NaN,NaN,NaN,6642.5075,6202.232666666668,87.03788974312737,90.96844575803556,-3.9305560149081913
2012-02-03T10:00:00+02:00,6649.57,6767.46,6635.63,6766.67,3695530857,3486385029.95,6368.591689579372,NaN,NaN,NaN,NaN,NaN,6704.8325,6229.808839215686,89.44314153922204,90.39164985511093,-0.948508315888887
2012-02-06T10:00:00+02:00,6752.03,6781.43,6714.82,6764.83,2495157183,3489464390.4,6428.484020621435,NaN,NaN,NaN,NaN,NaN,6753.2775,6256.263003921568,93.86290908365132,90.23282351343458,3.6300855702167354
2012-02-07T10:00:00+02:00,6772.75,6788.77,6682.89,6754.2,2823838897,3439483433.15,6428.484020621435,NaN,NaN,NaN,NaN,NaN,6749.6525,6281.302690196078,96.85967350765152,90.53869936210435,6.320974145547169
2012-02-08T10:00:00+02:00,6800.72,6829.88,6735.67,6748.76,3101325142,3450205063.95,6467.015206703361,NaN,NaN,NaN,NaN,NaN,6778.7575,6305.337772549019,94.04292721148478,90.598372009709,3.444555201775785
2012-02-09T10:00:00+02:00,6782.14,6838.13,6746.1,6788.8,4308069518,3500888392.15,6480.322186033026,NaN,NaN,NaN,NaN,NaN,6788.7925000000005,6330.198854901961,92.50433208906449,90.55574230064049,1.9485897884240018
2012-02-10T10:00:00+02:00,6730.54,6751.08,6649.56,6692.96,3465502390,3486618982.25,6480.322186033026,NaN,NaN,NaN,NaN,NaN,6706.035,6350.752517647059,86.719234046023,90.0571405474851,-3.3379065014621006
2012-02-13T10:00:00+02:00,6748.68,6774.6,6709.63,6738.47,2322535938,3490063232.15,6480.322186033026,NaN,NaN,NaN,NaN,NaN,6742.845,6372.5755294117635,83.15448894751337,89.58221098366343,-6.427722036150058
2012-02-14T10:00:00+02:00,6712.68,6788.57,6698.32,6728.19,2880676439,3454362319.7,6480.322186033026,NaN,NaN,NaN,NaN,NaN,6731.94,6393.479490196079,79.48551927829456,88.99132215819239,-9.505802879897828
2012-02-15T10:00:00+02:00,6807.55,6830.1,6736.56,6757.94,3191495718,3433996497.85,6480.322186033026,NaN,NaN,NaN,NaN,NaN,6783.0375,6415.06219607843,79.00627179187225,88.21163872379047,-9.20536693191822
2012-02-16T10:00:00+02:00,6665.24,6751.96,6651.72,6751.96,3241358709,3357598832.75,6480.322186033026,NaN,NaN,NaN,NaN,NaN,6705.22,6435.8385333333335,76.9163703232035,87.19948678179809,-10.283116458594591
